"businessName","email","street","city","state","zip","phone","websiteURL","lat","lon","state.name","agency.name"
"Wilson County Sheriff's Office","","105 E High St","Lebanon","TN","37087","(615) 444-1412","","36.21229","-86.28898","Tennessee","Wilson County Sheriff Department"
"Abilene Police Dept","","450 Pecan St Ste B","Abilene","TX","79602","(325) 673-8331","","32.44471","-99.73159","Texas","Abilene Police Dept"
"Addison Police Dept","","4799 Airport Pkwy","Addison","TX","75001","(972) 450-7100","","32.96606","-96.82984","Texas","Addison Police Dept"
"City Of Alamo Police Dept","","840 Austin Ave","Alamo","TX","78516","(956) 787-1454","","26.181171","-98.1187","Texas","Alamo Police Dept"
"Alice Police Dept","","415 E Main St","Alice","TX","78332","(361) 664-0186","","27.750134","-98.07328","Texas","Alice Police Dept"
"Parker Police Dept","","5700 E Parker Rd","Allen","TX","75002","(972) 442-6811","","33.05524","-96.62189","Texas","Allen Police Dept"
"City of Alton","","509 S Alton Blvd","Alton","TX","78573","(956) 432-0760","","26.292074","-98.31278","Texas","Alton City Police Dept"
"Alvin Police Dept","","1500 S Gordon St","Alvin","TX","77511","(281) 388-4370","","29.41193","-95.24374","Texas","Alvin Police Dept"
"Randall County Sheriffs Dept","","700 NE 3rd Ave","Amarillo","TX","79107","(806) 468-5805","","35.214966","-101.82783","Texas","Amarillo Police Dept"
"Anderson County Historical","","101 W Oak St","Palestine","TX","75801","(903) 723-3065","","31.762611","-95.63142","Texas","Anderson County Sheriff Office"
"Police Department","","130 N Main St","Andrews","TX","79714","(432) 523-5675","","32.31905","-102.546646","Texas","Andrews Police Dept"
"Angelina County Tax Office","","205 S Gibson St","Huntington","TX","75949","(936) 422-5617","","31.276316","-94.57617","Texas","Angelina County Sheriff Department"
"Angleton Police Dept","","104 Cannan Dr","Angleton","TX","77515","(979) 849-2383","","29.18261","-95.43296","Texas","Angleton Police Dept"
"Arlington Police Dept","","620 West Division Street","Arlington","TX","76011","(817) 459-5700","","32.73914","-97.11349","Texas","Arlington Police Dept"
"Atascosa County Crime Stoppers","","1108 Campbell Ave","Jourdanton","TX","78026","(830) 769-2255","","28.917244","-98.544136","Texas","Atacosa County Sheriff Department"
"Henderson County Sheriff's Dept-Justice Center","","408 E Corsicana St","Athens","TX","75751","(903) 677-6397","","32.204285","-95.85074","Texas","Athens Police Dept"
"Austin Police Dept","","812 Springdale Rd","Austin","TX","78702","(512) 974-5900","","30.259127","-97.6997","Texas","Austin Police Dept"
"Azle Police Dept","","613 Southeast Pkwy","Azle","TX","76020","(817) 444-3221","","32.882797","-97.536644","Texas","Azle Police Dept"
"Balch Springs Police Chief","","12500 Elam Rd","Balch Springs","TX","75180","(972) 557-6011","","32.71944","-96.61407","Texas","Balch Springs Police Dept"
"Bastrop County Sheriff Department","","200 Jackson St","Bastrop","TX","78602","(512) 303-1080","","30.101849","-97.30741","Texas","Bastrop County Sheriff Department"
"City of Blooming Grove","","200 Fordyce St","Barry","TX","75102","(903) 695-2711","","32.1003","-96.6364","Texas","Bay City Police Dept"
"Baytown Police Dept","","2017 Lee Dr","Baytown","TX","77520","(281) 420-7197","","29.717125","-94.97991","Texas","Baytown Police Dept"
"Beaumont Police Dept","","3143 College St","Beaumont","TX","77701","(409) 212-9932","","30.068445","-94.1217","Texas","Beaumont Police Dept"
"Cumby Police Dept","","MUNICIPAL Court","Cumby","TX","75433","(903) 994-2666","","32.84282","-97.14019","Texas","Bedford Police Dept"
"Bee County","","111 S Saint Marys St # 101","Beeville","TX","78102","(361) 362-3271","","28.402143","-97.74816","Texas","Beeville Police Dept"
"Belton-City Fire Department","","2420 Sparta Rd","Belton","TX","76513","(254) 933-5881","","31.08659","-97.48146","Texas","Bell County Sheriff Department"
"Bellaire Police Dept","","5110 Jessamine St","Bellaire","TX","77401","(713) 668-0487","","29.702028","-95.468124","Texas","Bellaire Police Dept"
"Bellmead Police Department","","701 Maxfield St","Waco","TX","76705","(254) 799-0251","","31.58818","-97.10089","Texas","Bellmead Police Dept"
"Belton Police Dept","","711 E 2nd Ave","Belton","TX","76513","(254) 933-5840","","31.057379","-97.45965","Texas","Belton Police Dept"
"Benbrook Police Dept","","1080 Mercedes St","Benbrook","TX","76126","(817) 249-2752","","32.678963","-97.45108","Texas","Benbrook Police Dept"
"Bexar County Sheriffs Office","","200 N Comal","San Antonio","TX","78207","(210) 335-6200","","29.428127","-98.507324","Texas","Bexar County Sheriff Office"
"Big Spring Police Dept","","3613 W Highway 80","Big Spring","TX","79720","(432) 264-2550","","32.23582","-101.51193","Texas","Big Spring Police Dept"
"City Of Boerne - Police Department Public Library","","210 N Main St","Boerne","TX","78006","(830) 249-3053","","29.792442","-98.73108","Texas","Boerne Police Dept"
"Police Department","","301 E 5th St","Bonham","TX","75418","(903) 583-2141","","33.57806","-96.17678","Texas","Bonham Police Dept"
"Borger Police Dept","","600 N Main St","Borger","TX","79007","(806) 273-0930","","35.671696","-101.38979","Texas","Borger Police Dept"
"Central Bowie County Water","","Highway 98","New Boston","TX","75570","(903) 628-3323","","33.465057","-94.4704","Texas","Bowie County Sheriff Office"
"Brazoria County Road & Bnridge Department","","Of","Angleton","TX","77515","(979) 864-1864","","29.16941","-95.431885","Texas","Brazoria County Sheriff Department"
"Brazos County Sheriff's Office","","17 E 21st St","Bryan","TX","77803","(979) 361-4900","","30.6774","-96.3636","Texas","Brazos County Sheriff Office"
"Constable Faske Carroll C","","210 E Main St","Brenham","TX","77833","(979) 836-0610","","30.16753","-96.397255","Texas","Brenham Police Dept"
"Brownsville- City Police Department","","101 E Elizabeth St","Brownsville","TX","78520","(956) 548-7033","","25.908512","-97.50606","Texas","Brownsville Police Dept"
"Early Police Dept","","960 Early Blvd","Early","TX","76802","(325) 646-5322","","31.74263","-98.94492","Texas","Brownwood Police Dept"
"Bryan Police Dept","","303 E 29th St","Bryan","TX","77803","(979) 209-5300","","30.670652","-96.371765","Texas","Bryan Police Dept"
"Burkburnett City Police Department","","208 E 4th St","Burkburnett","TX","76354","(940) 569-2231","","34.098213","-98.573326","Texas","Burkburnett Police Dept"
"Burleson Police Department","","225 W Renfro St","Burleson","TX","76028","(817) 426-9910","","32.543392","-97.3171","Texas","Burleson Police Dept"
"Cameron County Housing","","213 Orive Dr","Los Fresnos","TX","78566","(956) 233-4402","","26.07716","-97.51378","Texas","Cameron County Sheriff Department"
"West Texas A & M University Police Dept","","301 23rd St","Canyon","TX","79015","(806) 651-5000","","34.98088","-101.91934","Texas","Canyon Police Dept"
"Carrollton City Police Department","","2025 E Jackson Rd","Carrollton","TX","75006","(972) 466-3290","","32.975533","-96.88637","Texas","Carrollton Police Dept"
"Cedar Hill City Police Department","","225 Cedar St","Cedar Hill","TX","75104","(972) 291-5181","","32.58867","-96.94829","Texas","Cedar Hill Police Dept"
"Cedar Park Police Dept","","911 Quest Pkwy","Cedar Park","TX","78613","(512) 260-4600","","30.52171","-97.82322","Texas","Cedar Park City Police Dept"
"Chambers County Sheriff","","201 N Court St","Anahuac","TX","77514","(409) 267-2500","","29.769678","-94.68543","Texas","Chambers County Sheriff Department"
"Cherokee County Office","","201 E 6th St","Rusk","TX","75785","(903) 683-2361","","31.795956","-95.14939","Texas","Cherokee County Sheriff Department"
"Cibolo Police Department","","162 E Fm 78","Cibolo","TX","78108","(210) 659-1999","","29.560225","-98.22178","Texas","Cibolo Police Dept"
"Bryan City Police Department","","206 W Villa Maria Rd","Bryan","TX","77801","(979) 209-5384","","30.638958","-96.360054","Texas","City Of College Station Police Dept"
"Deer Park Finance Department","","710 E San Augustine St","Deer Park","TX","77536","(281) 478-7228","","29.689632","-95.117294","Texas","City Of Deer Park Police Dept"
"Fort Worth City Police Department","","Fort Worth, 76101","Fort Worth","TX","76101","(817) 392-4300","","32.751225","-97.331856","Texas","City Of Fort Worth Police Dept"
"Galena Park Recreation Dept","","1302 Keene St","Galena Park","TX","77547","(713) 674-1741","","29.741964","-95.23656","Texas","City Of Galena Park Police Dept"
"City of Port Arthur Police Department - Field Operations","","645 4th St","Port Arthur","TX","77640","(409) 983-8600","","29.872019","-93.93298","Texas","City Of Port Arthur Police Dept"
"Port Lavaca Police Dept","","201 N Colorado St","Port Lavaca","TX","77979","(361) 552-3788","","28.616121","-96.62611","Texas","City Of Port Lavaca Police Dept"
"City of Port Neches-Police Department-Municipal Court","","1201 Merriman St","Port Neches","TX","77651","(409) 722-1438","","29.99123","-93.95378","Texas","City Of Port Neches Police Dept"
"University Park Police Dept","","3800 University Blvd","Dallas","TX","75205","(214) 987-5355","","32.84536","-96.797356","Texas","City Of University Park Police Dept"
"Waco Isd Safety/Police Dept","","805 S 8th St","Waco","TX","76706","(254) 752-1119","","31.548998","-97.127914","Texas","City Of Waco Police Dept"
"County of Johnson","","2 N Main St","Cleburne","TX","76033","(817) 556-6340","","32.34677","-97.38658","Texas","Cleburne Police Dept"
"Richwood Police Dept","","100 Hargett St","Clute","TX","77531","(979) 265-2222","","29.02098","-95.4046","Texas","Clute Police Dept"
"Colleyville City Police Department","","5201 Riverwalk Dr","Colleyville","TX","76034","(817) 503-1300","","32.884743","-97.14832","Texas","Colleyville Police Dept"
"Collin County Sheriff's Dept","","4300 Community Ave","McKinney","TX","75071","(972) 547-5100","","33.24116","-96.63794","Texas","Collin County Sheriff Department"
"Comal County Road Dept","","195 David Jonas Dr","New Braunfels","TX","78132","(830) 608-2090","","29.744324","-98.22547","Texas","Comal County Sheriff Department"
"Conroe Police Dept","","700 Old Montgomery Rd","Conroe","TX","77301","(936) 522-3200","","30.30961","-95.46247","Texas","Conroe Police Dept"
"Live Oak Police Dept","","8022 Shin Oak Dr","Live Oak","TX","78233","(210) 653-0033","","29.553154","-98.330505","Texas","Converse Police Dept"
"Coppell Police Dept","","130 Town Center Blvd","Coppell","TX","75019","(972) 462-5200","","32.97108","-96.99283","Texas","Coppell Police Dept"
"Copperas Cove Police Dept","","302 E Avenue E","Copperas Cove","TX","76522","(254) 547-8222","","31.122297","-97.9006","Texas","Copperas Cove Police Dept"
"Lake Dallas City Police Department","","212 Main St","Lake Dallas","TX","75065","(940) 497-2228","","33.11921","-97.02808","Texas","Corinth City Police Dept"
"Corpus Christi- City Police Department","","321 John Sartain Street","Corpus Christi","TX","78401","(361) 886-2600","","27.792982","-97.394","Texas","Corpus Christi Police Dept"
"Corsicana Police Dept","","200 N. 12th St. Corsicana, TX 75110","Corsicana","TX","75109","(903) 654-4929","","32.09333","-96.467514","Texas","Corsicana Police Dept"
"Coryell County Road & Bridge","","3701 W US Highway 84","Gatesville","TX","76528","(254) 865-5021","","31.438988","-97.821144","Texas","Coryell County Sheriff Office"
"Crowley Police Dept","","617 Fm 1187 W","Crowley","TX","76036","(817) 297-2276","","32.57465","-97.36645","Texas","Crowley Police Dept"
"Dallas Police Dept","","2020 N Lamar St # 300","Dallas","TX","75202","(214) 670-5840","","32.78367","-96.80712","Texas","Dallas Police Dept"
"De Soto City Police Dept","","200 S Parks Dr","Desoto","TX","75115","(972) 223-6111","","32.588955","-96.84609","Texas","De Soto Police Dept"
"Del Rio Police Dept","","101 Lowe Dr","Del Rio","TX","78840","(830) 774-8718","","29.38398","-100.90548","Texas","Del Rio Police Dept"
"Denison Police Dept","","108 W Main St","Denison","TX","75021","(903) 465-2422","","33.755295","-96.53542","Texas","Denison Police Dept"
"Denton County ESD","","306 Highway 377 N # C","Argyle","TX","76226","(940) 464-4144","","33.11607","-97.1876","Texas","Denton County Sheriff Department"
"Denton Police Department","","601 W Hickory St","Denton","TX","76201","(940) 349-7978","","33.21458","-97.13812","Texas","Denton Police Dept"
"Dickinson Police Dept","","4000 Liggio St","Dickinson","TX","77539","(281) 337-4700","","29.46287","-95.05205","Texas","Dickinson City Police Dept"
"City of Donna","","207 S 10th St","Donna","TX","78537","(956) 464-4481","","26.169065","-98.05334","Texas","Donna City Police Dept"
"Dumas City police Department","","124 E 7th St","Dumas","TX","79029","(806) 935-3998","","35.858757","-101.97324","Texas","Dumas Police Dept"
"Duncanville City Police Dept","","203 E Wheatland Rd","Duncanville","TX","75116","(972) 780-5095","","32.64648","-96.90622","Texas","Duncanville Police Dept"
"Eagle Pass Chief-Police","","649 Webster St","Eagle Pass","TX","78852","(830) 758-7098","","28.71397","-100.49984","Texas","Eagle Pass Police Dept"
"Ector County Utility District","","1039 N Moss Ave","Odessa","TX","79763","(432) 381-5525","","31.823053","-102.49058","Texas","Ector County Sheriff Department"
"Edinburg Police Dept","","100 E Freddy Gonzalez Dr","Edinburg","TX","78539","(956) 381-9825","","26.286894","-98.1649","Texas","Edinburg Police Dept"
"El Campo City Police Department","","303 E Jackson St","El Campo","TX","77437","(979) 543-8477","","29.198023","-96.26781","Texas","El Campo Police Dept"
"El Paso County Sheriff's Offices","","820 E Overland Ave","El Paso","TX","79901","(915) 764-3972","","31.758638","-106.48134","Texas","El Paso County Sheriff Department"
"El Paso Police Dept","","3228 Sacramento Ave","El Paso","TX","79930","(915) 562-3349","","31.80222","-106.45641","Texas","El Paso Police Dept"
"Ennis Police Dept Admin","","109 W Brown St","Ennis","TX","75119","(972) 875-4462","","32.326996","-96.62662","Texas","Ennis Police Dept"
"Euless Police Dept","","1102 W Euless Blvd","Euless","TX","76040","(817) 685-1560","","32.828354","-97.10113","Texas","Euless Police Dept"
"Farmers Branch Police Dept","","3723 Valley View Ln","Dallas","TX","75244","(972) 484-3620","","32.92426","-96.85441","Texas","Farmers Branch Police Dept"
"Flower Mound Utility Dept","","2121 Cross Timbers Rd","Flower Mound","TX","75028","(972) 874-6010","","33.03416","-97.061134","Texas","Flower Mound Police Dept"
"Quitman Police Dept","","401 E Goode St","Quitman","TX","75783","(903) 763-4410","","32.795807","-95.448746","Texas","Forest Hill Police Dept"
"Forney City Police Department","","100 E Aimee St","Forney","TX","75126","(972) 552-2211","","32.749798","-96.46942","Texas","Forney Police Dept"
"Fort Worth City Police Department","","5320 Trail Lake Dr","Fort Worth","TX","76133","(817) 392-4750","","32.6693","-97.3837","Texas","Fort Bend County Sheriff Department"
"Fredericksburg Police Dept","","100 S Nimitz Pkwy","Fredericksburg","TX","78624","(830) 997-7585","","30.274385","-98.873","Texas","Fredericksburg Police Dept"
"Freeport Fire Dept","","200 W 2nd St","Freeport","TX","77541","(979) 239-1211","","28.95077","-95.34749","Texas","Freeport Police Dept"
"Friendswood Police Dept","","1600 Whitaker","Friendswood","TX","77546","(281) 996-3300","","29.4987","-95.20302","Texas","Friendswood Police Dept"
"Frisco Police Dept","","7200 Stonebrook Pkwy","Frisco","TX","75034","(972) 292-6000","","33.133465","-96.823166","Texas","Frisco Police Dept"
"Gainesville Fire Dept","","201 Santa Fe St","Gainesville","TX","76240","(940) 668-7777","","33.641247","-97.14657","Texas","Gainesville Police Dept"
"Galveston County Community Action Center Inc","","2000 Texas Ave Ste 631","Texas City","TX","77590","(409) 941-0474","","29.38392","-94.92337","Texas","Galveston County Sheriff Office"
"Galveston Independent School Police Department","","Galveston, 77550","Galveston","TX","77550","(409) 766-5824","","29.322777","-94.78611","Texas","Galveston Police Dept"
"Garland Police Department","","1891 Forest Ln","Garland","TX","75042","(972) 485-4840","","32.908913","-96.65654","Texas","Garland Police Dept"
"Gatesville Police Dept","","200 N 8th St","Gatesville","TX","76528","(254) 865-2226","","31.43607","-97.748505","Texas","Gatesville Police Dept"
"Georgetown Police Dept","","3500 D B Wood Rd","Georgetown","TX","78628","(512) 930-3510","","30.678709","-97.71969","Texas","Georgetown Police Dept"
"Glenn Heights Police Dept","","550 E Bear Creek Rd","Glenn Heights","TX","75154","(972) 223-2107","","32.560757","-96.84564","Texas","Glenn Heights Police Dept"
"Grand Prairie Police Dept","","617 Royal Ave","Grand Prairie","TX","75051","(972) 206-1640","","32.736107","-97.03774","Texas","Grand Prairie Police Dept"
"Grapevine Police Dept-Records","","307 W Dallas Rd","Grapevine","TX","76051","(817) 410-3218","","32.932602","-97.08009","Texas","Grapevine Police Dept"
"Grayson County Sheriffs Ofc","","5503 Airport Dr","Denison","TX","75020","(903) 786-5783","","33.706753","-96.665085","Texas","Grayson County Sheriff Department"
"Greenville City Police Department","","3000 Lee St","Greenville","TX","75401","(903) 457-2909","","33.13988","-96.11099","Texas","Greenville Police Dept"
"Groves Police Dept","","3947 Lincoln Ave","Groves","TX","77619","(409) 962-0244","","29.946247","-93.918365","Texas","Groves Police Dept"
"Guadalupe County Justice-Peace","","2405 E US Highway 90","Seguin","TX","78155","(830) 372-4223","","29.595686","-97.92895","Texas","Guadalupe County Sheriff Department"
"Haltom City Police Department","","5110 Broadway Ave","Haltom City","TX","76117","(817) 222-7000","","32.80963","-97.2726","Texas","Haltom City Police Dept"
"Hardin County Purchasing Dept","","300 W Monroe St","Kountze","TX","77625","(409) 246-5123","","30.368408","-94.31743","Texas","Hardin County Sheriff Department"
"Harker Heights Police Dept","","402 Indian Trl","Harker Heights","TX","76548","(254) 699-7600","","31.08076","-97.65515","Texas","Harker Heights Police Dept"
"Harlingen Police Dept","","513 E Jackson St","Harlingen","TX","78550","(956) 427-8787","","26.192757","-97.691185","Texas","Harlingen Police Dept"
"Harris County Sheriffs Office","","3403 Clinton Dr","Houston","TX","77020","(713) 674-5393","","29.76476","-95.33555","Texas","Harris County Sheriff Office"
"Harrison- County Sheriffs Office","","110 S Franklin St","Marshall","TX","75670","(903) 923-4004","","32.54494","-94.36931","Texas","Harrison County Sheriff Office"
"Southside Henderson County Volunteer Fire Dept","","8781 Fm 59","Athens","TX","75751","(903) 677-7722","","32.13017","-95.89701","Texas","Henderson County Sheriff Department"
"Henderson Police Dept","","610 US Highway 79 N","Henderson","TX","75652","(903) 657-3512","","32.157627","-94.783966","Texas","Henderson Police Dept"
"Hereford Fire Dept","","215 Miles St","Hereford","TX","79045","(806) 363-7114","","34.815487","-102.399956","Texas","Hereford Police Dept"
"Hewitt City Police Department","","204 Chama Dr","Hewitt","TX","76643","(254) 666-1661","","31.465542","-97.198845","Texas","Hewitt Police Dept"
"Hidalgo Fire Dept","","211 E Esperanza Ave","Hidalgo","TX","78557","(956) 843-8101","","26.100079","-98.261024","Texas","Hidalgo Police Dept"
"Highland Village Police Dept","","1000 Highland Village Rd","Lewisville","TX","75077","(972) 317-6551","","33.08563","-97.05311","Texas","Highland Village Police Dept"
"Hood County Clerk's Office","","100 E Pearl St # Rm 5","Granbury","TX","76048","(817) 579-3222","","32.442207","-97.78764","Texas","Hood County Sheriff Office"
"Houston City Police Department","","17375 State Highway 249 Ste 2J","Houston","TX","77064","(281) 955-3362","","29.955643","-95.54198","Texas","Horizon City Police Dept"
"Houston Police Dept","","61 Riesner St","Houston","TX","77002","(713) 247-4400","","29.76591","-95.37112","Texas","Houston Police Dept"
"|Humble Police Department","","310 N Bender Ave","Humble","TX","77338","(281) 446-7127","","30.000751","-95.26744","Texas","Humble Police Dept"
"Hunt County Maintenance Department","","2500 Lee St # 5","Greenville","TX","75401","(903) 408-4225","","33.13982","-96.10632","Texas","Hunt County Sheriff Department"
"Huntsville Police Dept","","1220 11th St","Huntsville","TX","77340","(936) 291-5480","","30.723764","-95.551575","Texas","Huntsville Police Dept"
"Hurst Police Dept","","309 E Hurst Blvd","Hurst","TX","76053","(817) 788-7342","","32.808945","-97.16605","Texas","Hurst Police Dept"
"Hutto City Police Dept","","401 W Front St","Hutto","TX","78634","(512) 846-2640","","30.542004","-97.54923","Texas","Hutto Police Dept"
"Irving Police Dept","","2423 Irving Mall","Irving","TX","75062","(972) 721-2441","","32.839348","-96.9937","Texas","Irving Police Dept"
"Jacinto City Police Dept","","10429 Market Street Rd","Houston","TX","77029","(713) 672-2455","","29.767529","-95.244736","Texas","Jacinto City Police Dept"
"Jacksonville Police Dept","","103 S Bonner St","Jacksonville","TX","75766","(903) 586-2548","","31.963799","-95.27523","Texas","Jacksonville Police Dept"
"Jasper Senior Center","","409 N Fletcher St","Jasper","TX","75951","(409) 384-3701","","30.924055","-93.99563","Texas","Jasper County Sheriff Office"
"Johnson County Sheriff's Dept","","1102 E Kilpatrick St","Cleburne","TX","76031","(817) 558-0024","","32.373814","-97.38634","Texas","Johnson County Sheriff Office"
"Katy City Police Dept","","5456 Franz Rd","Katy","TX","77493","(281) 391-4848","","29.801634","-95.81889","Texas","Katy Police Dept"
"Kaufman County Sheriff","","1900 E Highway 175","Kaufman","TX","75142","(972) 932-4337","","32.5906","-96.33505","Texas","Kaufman County Sheriff Department"
"Keller Police Dept","","330 Rufe Snow Dr","Keller","TX","76248","(817) 743-4500","","32.9301","-97.23118","Texas","Keller Police Dept"
"Kerr Wildlife Management Area","","2625 Fm 1340","Hunt","TX","78024","(830) 238-4483","","30.06137","-99.504166","Texas","Kerr County Sheriff Department"
"Kerrville Accounting Dept","","701 Main St","Kerrville","TX","78028","(830) 258-1503","","30.047451","-99.1406","Texas","Kerrville Police Dept"
"Kilgore Police Dept","","909 N Kilgore St","Kilgore","TX","75662","(903) 983-1559","","32.390358","-94.870224","Texas","Kilgore Police Dept"
"Killeen Police Department","","3304 Community Blvd","Killeen","TX","76542","(254) 501-8800","","31.11683","-97.72711","Texas","Killeen Police Dept"
"Kingsville Police Dept","","1700 E King Ave","Kingsville","TX","78363","(361) 592-4311","","27.515812","-97.842606","Texas","Kingsville Police Dept"
"Kyle Police Dept","","300 W Center St","Kyle","TX","78640","(512) 268-0859","","29.988808","-97.87729","Texas","Kyle Police Dept"
"La Marque Water Dept","","1111 Bayou Rd","La Marque","TX","77568","(409) 938-9209","","29.369473","-94.971756","Texas","La Marque Police Dept"
"La Porte Fire Department","","124 S 2nd St","La Porte","TX","77571","(281) 471-3607","","29.665092","-95.02142","Texas","La Porte Police Dept"
"Lake Jackson Police Department","","5 Oak Dr , Lake Jackson TX, 77566","Lake Jackson","TX","77566","(979) 415-2700","","29.037174","-95.44902","Texas","Lake Jackson Police Dept"
"Bee Cave Police Dept","","13333 W Highway 71 Ste A","Bee Cave","TX","78738","(512) 767-6650","","30.308372","-97.948006","Texas","Lakeway Police Dept"
"Lancaster Police Dept","","1650 N Dallas Ave","Lancaster","TX","75134","(972) 218-2600","","32.608524","-96.76145","Texas","Lancaster Police Dept"
"Laredo Downtown Pharmacy","","1219 Matamoros St","Laredo","TX","78040","(956) 726-4512","","27.50637","-99.507645","Texas","Laredo"
"Leander City Office","","200 W Willis St","Leander","TX","78641","(512) 528-2800","","30.57928","-97.85428","Texas","Leander City Police Dept"
"Leon Valley City Hall","","6400 El Verde Rd","San Antonio","TX","78238","(210) 684-3215","","29.49201","-98.61711","Texas","Leon Valley Police Dept"
"Levelland Police Department","","1310 Avenue H","Levelland","TX","79336","(806) 894-6164","","33.579433","-102.37785","Texas","Levelland Police Dept"
"Lewisville Police Dept","","1187 W Main St","Lewisville","TX","75067","(972) 219-3600","","33.042194","-97.0236","Texas","Lewisville Police Dept"
"Liberty County Barn","","588 County Road 2010","Hardin","TX","77561","(936) 298-2790","","30.151745","-94.72788","Texas","Liberty County Sheriff Department"
"Little Elm City Police Department","","100 W Eldorado Pkwy","Little Elm","TX","75068","(972) 294-1822","","33.1602","-96.93833","Texas","Little Elm Police Dept"
"Live Oak City Police Department","","8022 Shin Oak Dr","Live Oak","TX","78233","(210) 945-1700","","29.553154","-98.330505","Texas","Live Oak City Police Dept"
"Lockhart Police Dept","","214 Bufkin Ln","Lockhart","TX","78644","(512) 398-4401","","29.865889","-97.66572","Texas","Lockhart Police Dept"
"Longview Police Dept","","1202 N 6th St","Longview","TX","75601","(903) 237-1235","","32.50546","-94.73004","Texas","Longview Police Dept"
"County of Lubbock","","3501 N Holly St","Lubbock","TX","79403","(806) 765-3395","","33.635284","-101.79764","Texas","Lubbock County Sheriff Office"
"Lubbock Police Dept-Narcotics","","1625 13th St","Lubbock","TX","79401","(806) 775-2859","","33.583557","-101.85312","Texas","Lubbock Police Dept"
"Police Department","","101 N Cotton Sq","Lufkin","TX","75904","(936) 630-4182","","31.339264","-94.729485","Texas","Lufkin Police Dept"
"Lumberton Veterinary Clinic","","PO Box 8047","Lumberton","TX","77657","(409) 755-0993","","30.265766","-94.19963","Texas","Lumberton"
"Mansfield Police Dept","","1601 Heritage Pkwy","Mansfield","TX","76063","(817) 473-0211","","32.55361","-97.11843","Texas","Mansfield Police Dept"
"Marshall City Police Department","","607 E End Blvd S","Marshall","TX","75670","(903) 935-4530","","32.539696","-94.39116","Texas","Marshall Police Dept"
"Mc Allen Police Dept","","1501 Pecan Blvd","McAllen","TX","78501","(956) 972-7321","","26.21861","-98.23315","Texas","McAllen Police Dept"
"McKinney Police Dept","","2200 Taylor Burk Dr","McKinney","TX","75071","(972) 547-7600","","33.22311","-96.63827","Texas","McKinney Police Dept"
"McLennan County Constable","","1820 Richter Ave","Waco","TX","76711","(254) 752-3199","","31.518656","-97.14492","Texas","McLennan County Sheriff Department"
"Mercedes Police Dept","","323 S Ohio Ave","Mercedes","TX","78570","(956) 565-3174","","26.148752","-97.912186","Texas","Mercedes Police Dept"
"Mesquite Tax Department","","711 N Galloway Ave","Mesquite","TX","75149","(972) 216-6204","","32.773678","-96.59922","Texas","Mesquite Police Dept"
"Police Dept","","550 W Missouri Ave","Midland","TX","79701","(432) 240-1050","","31.99634","-102.07986","Texas","Midland Police Dept"
"Midlothian Police Dept","","1150 N Highway 67 # 300","Midlothian","TX","76065","(972) 775-3333","","32.493484","-96.99667","Texas","Midlothian Police Dept"
"Mineral Wells Police Dept","","212 S Oak Ave","Mineral Wells","TX","76067","(940) 328-7770","","32.808327","-98.11293","Texas","Mineral Wells Police Dept"
"Mission Police Dept","","200 E Tom Landry St","Mission","TX","78572","(956) 580-8610","","26.215782","-98.324554","Texas","Mission Police Dept"
"Missouri City Police Department","","3849 Cartwright Rd","Missouri City","TX","77459","(281) 403-8700","","29.582436","-95.56742","Texas","Missouri City Police Dept"
"Montgomery Co Sheriff's Acad","","112 Academy Dr","Conroe","TX","77301","(936) 760-5859","","30.333536","-95.454506","Texas","Montgomery County Sheriff Department"
"Mount Pleasant City Police Department","","501 Mike Hall Pkwy","Mount Pleasant","TX","75455","(903) 575-4004","","33.09768","-94.96471","Texas","Mount Pleasant Police Dept"
"Murphy Fire Department","","206 N Murphy Rd","Murphy","TX","75094","(972) 424-4797","","33.017853","-96.61275","Texas","Murphy City Police Dept"
"Nacogdoches Sheriff Department","","211 W Pilar St","Nacogdoches","TX","75961","(936) 560-7793","","31.602762","-94.65536","Texas","Nacogdoches County Sheriff Department"
"Nacogdoches Police Dept","","312 W Main St","Nacogdoches","TX","75961","(936) 559-2607","","31.604816","-94.65769","Texas","Nacogdoches Police Dept"
"Nederland Personnel Dept","","1400 Boston Ave","Nederland","TX","77627","(409) 723-1500","","29.9743","-93.99262","Texas","Nederland Police Dept"
"New Braunfels Building Dept","","424 S Castell Ave","New Braunfels","TX","78130","(830) 221-4060","","29.699099","-98.121284","Texas","New Braunfels Police Dept"
"North Richland Hills Police Department","","7301 Northeast Loop 820","North Richland Hills","TX","76180","(817) 427-7000","","32.83819","-97.22612","Texas","North Richland Hills Police Dept"
"Odessa City Police Department","","203 N Grant Ave","Odessa","TX","79761","(432) 335-3307","","31.843979","-102.366455","Texas","Odessa Police Dept"
"Orange-City Police Department","","220 5th St","Orange","TX","77630","(409) 883-1076","","30.091385","-93.73432","Texas","Orange Police Dept"
"Palestine Police Dept","","511 N John St","Palestine","TX","75801","(903) 729-2254","","31.763166","-95.633484","Texas","Palestine Police Dept"
"Pampa Police Dept","","200 W Foster Ave","Pampa","TX","79065","(806) 669-5700","","35.535324","-100.96255","Texas","Pampa Police Dept"
"Paris Police Department","","135 1st St SE","Paris","TX","75460","(903) 785-2936","","33.660404","-95.55542","Texas","Paris Police Dept"
